Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2022,II,Zeuxine bougainvilleana,,Orchidales,Orchidaceae,Zeuxine,IQ,EG,,100,,live,,T,A
2022,II,Phoenicopterus roseus,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus,LB,IQ,,,5,live,,T,C
2022,II,Madracis decactis,Anthozoa,Scleractinia,Pocilloporidae,Madracis,XX,PA,,,10,derivatives,,S,W
2022,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,XX,PA,,,73,raw corals,,S,W
2022,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,XX,PA,,,274,derivatives,,S,W
2022,II,Pocillopora damicornis,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,XX,PA,,,186,raw corals,,S,W
2022,II,Pocillopora damicornis,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,XX,PA,,,20,derivatives,,S,W
2022,II,Seriatopora hystrix,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,ME,FR,SB,7,,raw corals,Number of specimens,T,W
2022,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,PA,US,ID,4,,live,,T,W
2022,II,Porites astreoides,Anthozoa,Scleractinia,Poritidae,Porites,US,PA,,,60,raw corals,,S,W
2022,II,Porites astreoides,Anthozoa,Scleractinia,Poritidae,Porites,XX,PA,,,100,derivatives,,S,W
2022,II,Porites branneri,Anthozoa,Scleractinia,Poritidae,Porites,XX,PA,,,10,derivatives,,S,W
2022,II,Porites divaricata,Anthozoa,Scleractinia,Poritidae,Porites,XX,PA,,,20,derivatives,,S,W
2022,II,Porites lobata,Anthozoa,Scleractinia,Poritidae,Porites,XX,PA,,,20,derivatives,,S,W
2022,II,Porites porites,Anthozoa,Scleractinia,Poritidae,Porites,XX,PA,,,210,derivatives,,S,W
2022,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,PA,CU,,1400,,live,,T,C
2022,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,IT,PA,,,1,live,,P,W
2022,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,NI,PA,,,1,live,,P,W
2022,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,PA,CW,,2,,live,,T,C
2022,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,IQ,GR,,1,,live,,P,C
2022,II,Aratinga cactorum,Aves,Psittaciformes,Psittacidae,Aratinga,IQ,EG,,100,,live,,T,C
2022,II,Aratinga pertinax,Aves,Psittaciformes,Psittacidae,Aratinga,PA,CW,,34,,live,,T,C
2022,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,PA,CW,,10,,live,,T,C
2022,II,Aratinga wagleri,Aves,Psittaciformes,Psittacidae,Aratinga,PA,CW,,10,,live,,T,C
2022,II,Brotogeris jugularis,Aves,Psittaciformes,Psittacidae,Brotogeris,US,PA,,,2,live,,P,W
2022,II,Brotogeris pyrrhoptera,Aves,Psittaciformes,Psittacidae,Brotogeris,PA,AT,,2,,live,,T,C
2022,II,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,PA,CU,,50,,live,,T,C
2022,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,PA,CU,,220,,live,,T,C
2022,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,PA,CU,,300,,live,,T,C
2022,II,Pionopsitta pyrilia,Aves,Psittaciformes,Psittacidae,Pionopsitta,PA,CW,,4,,live,,T,C
2022,II,Pionus fuscus,Aves,Psittaciformes,Psittacidae,Pionus,PA,CW,,4,,live,,T,C
2022,II,Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,IT,PA,,,1,live,,P,W
2022,II,Pionus sordidus,Aves,Psittaciformes,Psittacidae,Pionus,PA,AT,,2,,live,,T,C
2022,II,Pionus sordidus,Aves,Psittaciformes,Psittacidae,Pionus,PA,CW,,4,,live,,T,C
2022,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,PA,CU,,360,,live,,T,C
2022,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,IQ,CD,,,100,live,Number of specimens,T,W
2022,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,TH,CD,,,210,live,Number of specimens,T,W
2022,II,Poicephalus meyeri,Aves,Psittaciformes,Psittacidae,Poicephalus,SG,CD,,,150,live,Number of specimens,T,W
2022,II,Poicephalus meyeri,Aves,Psittaciformes,Psittacidae,Poicephalus,TH,CD,,,500,live,Number of specimens,T,W
2022,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,PA,CU,,700,,live,,T,C
2022,II,Pyrrhura hoematotis,Aves,Psittaciformes,Psittacidae,Pyrrhura,PA,CW,,12,,live,,T,C
2022,II,Pyrrhura picta,Aves,Psittaciformes,Psittacidae,Pyrrhura,PA,CW,,12,,live,,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,PA,ID,,6,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,IT,PA,VN,,3,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,PA,FR,ID,1,,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,PA,FR,VN,1,,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,PA,IT,ID,3,,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,PA,IT,MY,1,,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,PA,IT,VN,1,,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,US,CO,CO,,69,leather products (small),,T,C
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,US,PA,ID,,1,leather products (small),,T,W
2022,II,Malayopython reticulatus,Reptilia,Serpentes,Pythonidae,Malayopython,US,PA,VN,,3,leather products (small),,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,FI,SG,CN,1,,skin pieces,Number of specimens,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,PA,CH,VN,1,,leather products (small),,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CO,CO,,49,leather products (small),,T,C
2022,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,PA,VN,,3,leather products (small),,T,C
2022,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,CZ,CD,,,9,specimens,kg,S,W
2022,II,Siderastrea radians,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,XX,PA,,,10,derivatives,,S,W
2022,II,Siderastrea siderea,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,US,PA,,,60,raw corals,,S,W
2022,II,Siderastrea siderea,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,XX,PA,,,130,derivatives,,S,W
2022,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,IN,CH,AR,4,,leather products (small),Number of specimens,T,W
2022,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,AE,CO,,,200,live,,T,C
2022,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,CL,CO,,,300,live,,T,C
2022,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,PA,SV,,8,,live,,T,C
2022,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,US,CO,,,180,live,,T,C
2022,II,Kinixys spp.,Reptilia,Testudines,Testudinidae,Kinixys,CZ,CD,,,10,specimens,kg,S,W
2022,II,Kinixys erosa,Reptilia,Testudines,Testudinidae,Kinixys,KR,CD,,,10,live,Number of specimens,T,W
2022,II,Kinixys erosa,Reptilia,Testudines,Testudinidae,Kinixys,US,CD,,,145,live,Number of specimens,T,W
2022,II,Kinixys spekii,Reptilia,Testudines,Testudinidae,Kinixys,US,CD,,,45,live,Number of specimens,T,W
2022,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,PA,SV,,10,,live,,T,C
2022,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,PA,DE,,2,,live,,P,C
2022,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,ME,RU,,1,,live,Number of specimens,P,U
2022,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,PA,MX,,10,,live,,T,C
2022,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,PA,MX,,25,,live,,T,C
2022,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,PA,MX,,10,,live,,T,C
2022,II,Tliltocatl kahlenbergi,Arachnida,Araneae,Theraphosidae,Tliltocatl,PA,MX,,10,,live,,T,C
2022,II,Tliltocatl verdezi,Arachnida,Araneae,Theraphosidae,Tliltocatl,PA,MX,,10,,live,,T,C
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,AE,LA,,,0.02,oil,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,CN,LA,,,10000,chips,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,FR,LA,,,21.625,oil,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,KR,LA,,,520,chips,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,MY,LA,,,9850,chips,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,MY,LA,,,2760,logs,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,SA,LA,,,2700,chips,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,SG,LA,,,120,chips,kg,S,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,SG,LA,,,4,leaves,kg,S,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,TH,LA,,,3700,chips,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,TH,LA,,,2370,powder,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,US,LA,,,2,chips,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,VN,LA,,,74650,chips,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,VN,LA,,,420000,logs,kg,T,A
2022,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,XX,LA,,,5,oil,l,T,A
2022,II,Aquilaria malaccensis,,Myrtales,Thymelaeaceae,Aquilaria,SA,LA,,,1000,chips,kg,T,A
2022,II,Amyda cartilaginea,Reptilia,Testudines,Trionychidae,Amyda,XX,LA,TH,,1200,live,Number of specimens,T,C
2022,II,Cycloderma aubryi,Reptilia,Testudines,Trionychidae,Cycloderma,CZ,CD,,,5,specimens,kg,S,W
2022,II,Cycloderma aubryi,Reptilia,Testudines,Trionychidae,Cycloderma,DE,CD,,,12,live,Number of specimens,T,W
2022,II,Cycloderma aubryi,Reptilia,Testudines,Trionychidae,Cycloderma,HK,CD,,,30,live,Number of specimens,T,W
2022,II,Cycloderma aubryi,Reptilia,Testudines,Trionychidae,Cycloderma,JP,CD,,,12,live,Number of specimens,T,W
2022,II,Cycloderma aubryi,Reptilia,Testudines,Trionychidae,Cycloderma,US,CD,,,10,live,Number of specimens,T,W
2022,II,Florisuga mellivora,Aves,Apodiformes,Trochilidae,Florisuga,XX,PA,,,130,derivatives,,S,W
2022,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,LY,IQ,,,2,live,,P,C
2022,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,CZ,CD,,,8,specimens,kg,S,W
2022,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,DE,CD,,,40,live,Number of specimens,T,W
2022,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,ID,CD,,,50,live,Number of specimens,T,W
2022,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,JP,CD,,,55,live,Number of specimens,T,W
2022,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,KR,CD,,,50,live,Number of specimens,T,W
2022,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,MY,CD,,,130,live,Number of specimens,T,W
2022,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,US,CD,,,405,live,Number of specimens,T,W
2022,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,CO,CO,,200,leather products (small),,T,W
2022,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,PA,ID,,4,leather products (small),,T,W
2022,II,Chiroptera spp.,Mammalia,Chiroptera,,,BE,CD,,,4054,specimens,kg,S,W
2022,II,Scleractinia spp.,Anthozoa,Scleractinia,,,PA,US,ID,2,,live,,T,W
2022,III,Odocoileus virginianus,Mammalia,Artiodactyla,Cervidae,Odocoileus,ES,PA,,,2,skin pieces,,P,W
2022,III,Dipteryx panamensis,,Fabales,Leguminosae,Dipteryx,CN,PA,,,46,logs,m3,T,W
2022,III,Dipteryx panamensis,,Fabales,Leguminosae,Dipteryx,CN,PA,,,9,timber,,T,W
2022,III,Dipteryx panamensis,,Fabales,Leguminosae,Dipteryx,US,PA,,,151,logs,m3,T,W
2022,III,Dipteryx panamensis,,Fabales,Leguminosae,Dipteryx,VN,PA,,,220,logs,m3,T,A
2022,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,LA,,,7.3,feathers,kg,T,C
2022,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,JP,CO,,,67,live,,T,W
2022,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,US,CO,,,14,live,,T,W
2022,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,ID,CO,,,16,live,,T,W
2022,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,JP,CO,,,10,live,,T,W
2022,III,Nasua narica,Mammalia,Carnivora,Procyonidae,Nasua,XX,PA,,,45,derivatives,,S,W
